Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue ID,Distance,Venue Latitude,Venue Longitude,Venue Category,like_counts,rating,photo_count,reasons_count,tips_count
West Toronto,43.6647117748975,-79.34634588922047,Mi Mi Restaurant,4ae77362f964a52069ab21e3,281,43.66629336492295,-79.3490786424722,Vietnamese Restaurant,26,8.2,26,0,27
West Toronto,43.6647117748975,-79.34634588922047,Rock Oasis,4e21f9fbcc3fee7eee221f0f,314,43.665879813657895,-79.34279442481119,Climbing Gym,39,8.3,1,1,12
West Toronto,43.6647117748975,-79.34634588922047,Pho Que Ling,4b9567c4f964a520daa034e3,276,43.66604843354207,-79.34924136659451,Vietnamese Restaurant,16,7.8,12,0,7
West Toronto,43.6647117748975,-79.34634588922047,Andrea's Gerrard St. Bakery,5003029ce4b07c8ae9a993a7,371,43.665867972020855,-79.35067098697503,Bakery,20,8.3,39,0,15
West Toronto,43.6647117748975,-79.34634588922047,Wong's Ice Cream + Store,593c510c9ad60e0c0722a483,410,43.665720828413036,-79.35124262662545,Ice Cream Shop,14,8.5,10,0,1
West Toronto,43.6647117748975,-79.34634588922047,Pho House,526b048e11d269d7538f9d0b,429,43.66574006403083,-79.35149290277991,Vietnamese Restaurant,18,8.5,27,0,12
West Toronto,43.6647117748975,-79.34634588922047,The Real Jerk Restaurant,5240e04fbce607d489eb95d9,439,43.667734646042526,-79.34283873302478,Caribbean Restaurant,60,8.5,63,1,16
West Toronto,43.6647117748975,-79.34634588922047,Simon's Wok,4af5eb2af964a520cffe21e3,265,43.66702629497103,-79.34556905326276,Vegetarian / Vegan Restaurant,9,7.5,11,0,9
West Toronto,43.6647117748975,-79.34634588922047,Wynona,5b09e809a6031c002cdd9c37,291,43.667035999999996,-79.344672,Bistro,7,7.6,6,0,3
West Toronto,43.6647117748975,-79.34634588922047,Ha Noi 3 Seasons,4bfb0fcaf214a59368bcae0e,477,43.6655780860176,-79.3521527142361,Asian Restaurant,21,8.6,16,0,11
West Toronto,43.6647117748975,-79.34634588922047,Farside,57c0d03f498e814e3f91fb63,447,43.665680782472364,-79.35174180554331,Bar,12,8.3,3,0,4
West Toronto,43.6647117748975,-79.34634588922047,Dundas & Carlaw,536d7729498ee6e7190aa07a,379,43.66464025249429,-79.3416282744313,Bar,26,7.8,29,0,7
West Toronto,43.6647117748975,-79.34634588922047,Wonder Pens,51d5d8e2498ee77b07ac0ab8,447,43.662809067344405,-79.34145159601191,Stationery Store,16,8.0,15,0,8
West Toronto,43.6647117748975,-79.34634588922047,Gare De L'est,593227210531e8316474a80e,401,43.665024439290725,-79.34137522699689,French Restaurant,9,7.6,4,0,0
West Toronto,43.6647117748975,-79.34634588922047,Lolabar,4b85d7e1f964a520e97531e3,375,43.66476072278007,-79.34168904627538,Lounge,2,7.5,10,0,6
West Toronto,43.6647117748975,-79.34634588922047,Tung Hing Bakery,4b6dde10f964a52011972ce3,500,43.665178752123936,-79.35253082343527,Bakery,5,7.8,14,0,7
West Toronto,43.6647117748975,-79.34634588922047,Spirit Loft Yoga,4f132a67e4b0958ec2fd1130,423,43.663548159441355,-79.3413327874046,Yoga Studio,4,7.4,1,0,3
West Toronto,43.6647117748975,-79.34634588922047,Lady Marmalade,5c1e894b7b385f002cdc6ca7,448,43.663216,-79.35152,Breakfast Spot,19,7.2,15,0,8
West Toronto,43.6647117748975,-79.34634588922047,Rose's Vietnamese Sandwiches,4f133f22e4b09e81da8cf1b7,441,43.66561182295877,-79.35168477178863,Vietnamese Restaurant,5,7.0,7,0,5
West Toronto,43.6647117748975,-79.34634588922047,Dwell Gym,52c9880b498edccef881e7b0,446,43.6634116374049,-79.3411044597478,Gym / Fitness Center,7,7.0,1,0,0
Central Toronto,43.60972747387443,-79.49284428510224,Norris Crescent Parkette,4ff092a0e4b07cca83dd590a,461,43.610744291384655,-79.48728918435411,Park,9,8.1,9,0,0
Central Toronto,43.60972747387443,-79.49284428510224,Mario & Selina's No Frills,4e88ebbb8231210e528f1523,486,43.612186,-79.497828,Grocery Store,20,7.1,5,0,2
Central Toronto,43.60972747387443,-79.49284428510224,TD Canada Trust,4cf040f81c158cfa7bb4c8b5,449,43.61318188021061,-79.48995835614369,Bank,3,6.7,2,0,0
Central Toronto,43.60972747387443,-79.49284428510224,Canadiana Restaurant,4b90ff4bf964a520499e33e3,500,43.61358750347395,-79.48966619920637,Breakfast Spot,13,6.6,7,0,6
Central Toronto,43.60972747387443,-79.49284428510224,7-Eleven,4b6b3ac2f964a520e7fa2be3,435,43.61307628496873,-79.49004654587952,Convenience Store,2,6.2,15,0,3
Central Toronto,43.60972747387443,-79.49284428510224,Miles Road End Parkette,4e50026718a8af30fd8d8541,257,43.60876845985822,-79.48993927294168,Park,2,Null,7,0,0
Central Toronto,43.60972747387443,-79.49284428510224,Hasty Market,4b25168ff964a5201b6c24e3,340,43.61138973164353,-79.49639760920914,Convenience Store,0,Null,0,0,0
Central Toronto,43.60972747387443,-79.49284428510224,Murphy's Masonry,5accac12603d2a60459d88a3,364,43.607929799999994,-79.49661679999997,Construction & Landscaping,0,Null,12,0,0
Central Toronto,43.60972747387443,-79.49284428510224,Lake Crescent Park,4c0719e20ed3c9282f26797d,435,43.60748607134589,-79.48842347494204,Park,3,Null,4,0,1
Central Toronto,43.60972747387443,-79.49284428510224,Mobilicity,512e332019a93aa52cccc438,481,43.61338194839939,-79.48964595794678,Electronics Store,0,Null,1,0,1
Central Toronto,43.60972747387443,-79.49284428510224,chatr Mobile,5b80041061f070002cf2f239,487,43.61347,-79.48971,Electronics Store,0,Null,0,0,0
Central Toronto,43.60972747387443,-79.49284428510224,President's Choice Financial ATM,5bae6422b1538e002c75e540,493,43.612232,-79.49789399999999,ATM,0,Null,0,0,0
Mississauga,43.587260000000065,-79.64493999999995,Mississauga Celebration Square,4dca80e63151039761128244,191,43.588269345900706,-79.64301473543023,Plaza,104,8.8,411,1,18
Mississauga,43.587260000000065,-79.64493999999995,Alioli Ristorante,4baea3fdf964a520dac93be3,241,43.5852,-79.644006,Italian Restaurant,31,8.0,29,1,9
Mississauga,43.587260000000065,-79.64493999999995,Second Cup,4b9e85f1f964a5208beb36e3,132,43.588269828404805,-79.64581302574287,Café,38,7.6,23,1,22
Mississauga,43.587260000000065,-79.64493999999995,Living Arts Centre,4b0fea3bf964a520336623e3,279,43.5897345022727,-79.64551552231866,Performing Arts Venue,81,7.8,140,1,14
Mississauga,43.587260000000065,-79.64493999999995,Moksha Square One,4f0121a2be7bbcd4f4c9bc6e,413,43.588693177739714,-79.6496648000628,Yoga Studio,12,8.0,1,0,10
Mississauga,43.587260000000065,-79.64493999999995,YMCA Mississauga,4b0d7c64f964a520644923e3,75,43.58685685639638,-79.64418411254883,College Gym,28,7.0,1,0,10
Mississauga,43.587260000000065,-79.64493999999995,RBC Royal Bank,58d127ac5289300da6f54190,189,43.58613,-79.6467,Bank,5,7.0,0,0,0
Mississauga,43.587260000000065,-79.64493999999995,Kinton Ramen,5b0adc0181635b002cb7cab0,206,43.5854808,-79.6456631,Ramen Restaurant,6,6.9,34,0,1
Mississauga,43.587260000000065,-79.64493999999995,Celebration Square Coliseum,4e1772647d8b8af91383b325,148,43.58720560158025,-79.64309518602711,Performing Arts Venue,6,6.8,12,0,0
Mississauga,43.587260000000065,-79.64493999999995,Union Burger,518adb86e4b0dabd64f4af6d,368,43.58984561151907,-79.64779302321527,Burger Joint,32,7.2,17,1,16
Mississauga,43.587260000000065,-79.64493999999995,C Cafe,5101abeb8acab1312ae8eca6,153,43.58714824841301,-79.64304861584856,Café,6,6.3,10,0,1
Mississauga,43.587260000000065,-79.64493999999995,I.D.A. - Parkside Pharmacy,5b2135b3d7627e002cfbc528,170,43.5863631,-79.64665759999998,Pharmacy,0,Null,0,0,0
Mississauga,43.587260000000065,-79.64493999999995,Lions Farmers Market (Wednesdays),4dfba001b0fb73bb4d7a9601,170,43.58833336974476,-79.64343309402466,Farmers Market,2,Null,15,0,13
Mississauga,43.587260000000065,-79.64493999999995,Mississauga YMCA,5bfc60e9f05ca8002db32478,63,43.58682382870997,-79.64442819356918,Distribution Center,0,Null,0,0,0
Mississauga,43.587260000000065,-79.64493999999995,PROPHIX Software Inc,4f03187f30f899233554937a,217,43.5854782,-79.643833,Electronics Store,0,Null,2,0,1
Mississauga,43.587260000000065,-79.64493999999995,T-swirl Crepe Mississauga,5d4b9844bb608a000704ae5d,219,43.58586079999999,-79.6468537,American Restaurant,0,Null,0,0,0
Mississauga,43.587260000000065,-79.64493999999995,Skinatomy Laser Clinic,56730dba498e87c833e7c0fd,229,43.58665899,-79.64765796,Spa,0,Null,0,0,0
Mississauga,43.587260000000065,-79.64493999999995,Failte Irish Pub,4ad8c082f964a520561421e3,400,43.589814919891204,-79.64143825049658,Irish Pub,34,5.7,47,1,38
Mississauga,43.587260000000065,-79.64493999999995,Town & Country 24 Hours,4bb15ec4f964a520548f3ce3,327,43.58758180235194,-79.64089837693817,Deli / Bodega,5,5.6,2,0,8
Mississauga,43.587260000000065,-79.64493999999995,Old Navy,4b7eccfcf964a5207f0030e3,483,43.5914132334378,-79.64319686461239,Clothing Store,9,5.8,8,0,5
Mississauga,43.587260000000065,-79.64493999999995,Lall Renovations & Window Coverings,572934e0498e40e17f0c6af3,349,43.58603309999999,-79.64893159999997,Construction & Landscaping,0,Null,4,0,0
Mississauga,43.587260000000065,-79.64493999999995,Remedy'sRx - City Centre Apothecary,5bc0ad2ea30619002c568447,398,43.588759,-79.64943000000001,Pharmacy,0,Null,0,0,0
